chapter,commentator,commentator_en,seq,lemma_zh,lemma_our_english,lemma_status,comment_chinese,comment_english
19,河上公,Heshang Gong (Han),4,絶仁棄義,"Cut off humaneness, abandon duty, and the people return to devotion and tenderness.",aligned to our base text,絶仁之見恩惠棄義之尚華信,
19,河上公,Heshang Gong (Han),5,民復孝慈,"Cut off humaneness, abandon duty, and the people return to devotion and tenderness.",aligned to our base text,德化淳也,
19,河上公,Heshang Gong (Han),6,絶巧棄利,"Cut off cunning, abandon profit, and there are no thieves.",aligned to our base text,絶巧者詐偽亂眞也弃利者塞貪路閉權門也,
19,河上公,Heshang Gong (Han),7,盗賊無有,"Cut off cunning, abandon profit, and there are no thieves.",aligned to our base text,上化公政下無邪私,
19,河上公,Heshang Gong (Han),8,此三者,"These three, taken as cultural form, are not enough.",aligned to our base text,謂上三事所棄絶也,
19,河上公,Heshang Gong (Han),9,以為文不足,"These three, taken as cultural form, are not enough.",aligned to our base text,以為文不足者文不足以教民,
19,河上公,Heshang Gong (Han),10,故令有所屬,So give them something to belong to:,aligned to our base text,當如下句令力征反屬之欲反,
19,河上公,Heshang Gong (Han),11,少私寡欲,"diminish the self, diminish desire.",aligned to our base text,少私者正無私也寡欲者當知足也,
20,河上公,Heshang Gong (Han),1,絶學,Cut off learning and there is no worry.,aligned to our base text,絶學不眞不合道文,
20,河上公,Heshang Gong (Han),2,無憂,Cut off learning and there is no worry.,aligned to our base text,除浮華則無憂患也,
20,河上公,Heshang Gong (Han),3,唯之與阿相去幾何,"Between a respectful yes and a careless yeah,",aligned to our base text,同為應對而相去幾何疾時賤質而貴文唯遺癸反,
20,河上公,Heshang Gong (Han),4,人之所畏不可不畏,"Between good and bad,",aligned to our base text,人謂道人也人所畏者畏不絶學之君也不可不畏近令色殺仁賢,
20,河上公,Heshang Gong (Han),5,荒兮其未央哉,how far apart?,aligned to our base text,或言世俗人荒亂欲進學為文未央止也,
20,河上公,Heshang Gong (Han),6,如享太牢,"How wild it is, and without end!",aligned to our base text,如飢思太牢之具意無足時也,
20,河上公,Heshang Gong (Han),7,如春登臺,"The crowd is merry, as if at a great feast,",aligned to our base text,春隂陽交通萬物感動登臺觀之意志淫淫然,
20,河上公,Heshang Gong (Han),8,衆人皆有餘,"listless, as if with nowhere to return.",aligned to our base text,衆人餘財以為奢餘智以為詐,
20,河上公,Heshang Gong (Han),9,而我獨若遺,The crowd all have more than enough.,aligned to our base text,我獨如遺棄似於不足也,
20,河上公,Heshang Gong (Han),10,我愚人之心也哉,I alone seem to have missed out.,aligned to our base text,不與俗人相隨守一不移如愚人之心也,
20,河上公,Heshang Gong (Han),11,沌沌兮,I have the heart of a fool!,aligned to our base text,无所分别,
20,河上公,Heshang Gong (Han),12,俗人昭昭,How muddled!,aligned to our base text,明且逹也,
20,河上公,Heshang Gong (Han),13,俗人察察,The worldly are sharp. I alone am dull.,aligned to our base text,察察急且疾也,
20,河上公,Heshang Gong (Han),14,我獨悶悶,"Calm, like the sea.",aligned to our base text,悶悶无所割截,
20,河上公,Heshang Gong (Han),15,衆人皆有以,"I alone am stubborn, and look coarse.",aligned to our base text,以有為也,
20,河上公,Heshang Gong (Han),16,而我獨頑,I alone differ from others:,aligned to our base text,我獨無為,
20,河上公,Heshang Gong (Han),17,似鄙,I alone differ from others:,aligned to our base text,鄙似若不逮也,
20,河上公,Heshang Gong (Han),18,我獨異於人,I prize feeding from the mother.,aligned to our base text,我獨與人異也,
20,河上公,Heshang Gong (Han),19,而貴食母,I prize feeding from the mother.,aligned to our base text,食用也母道也我獨貴用道也,
20,王弼,Wang Bi (d. 249 CE),1,絶學無憂唯之與阿相去幾何善之與惡相去若何〔案若何河上公注本及各本俱作何若〕人之所畏不可不畏,"Cut off learning and there is no worry. Between a respectful yes and a careless yeah, how much distance? Between good and bad,",aligned to our base text,下篇為學者日益為道者日損然則學求益所能而進其智者也若將無欲而足何求於益不知而中何求於進夫燕雀有匹〔案燕原本作鷙今據永樂大典校改〕鳩鴿有仇寒鄉之民必知旃裘自然已足益之則憂故續鳧之足何異截鶴之脛畏譽而進何異畏刑唯阿美惡相去何若故人之所畏吾亦畏焉未敢恃之以為用也,
20,王弼,Wang Bi (d. 249 CE),2,荒兮其未央哉,how far apart?,aligned to our base text,歎與俗相返之逺也〔案永樂大典無此句〕,
20,王弼,Wang Bi (d. 249 CE),3,衆人熙熙如享太牢如春登臺〔案春登臺一本作登春臺〕,"What people fear must be feared. How wild it is, and without end! The crowd is merry, as if at a great feast,",aligned to our base text,衆人迷於美進惑於榮利欲進心競故熙熙如享太牢如春登臺也,
20,王弼,Wang Bi (d. 249 CE),4,我獨泊兮其未兆〔案永樂大典無獨字〕如嬰兒之未孩,"as if climbing a terrace in spring. I alone am moored, and show no sign,",aligned to our base text,言我廓然無形之可名無兆之可舉如嬰兒之未能孩也,
20,王弼,Wang Bi (d. 249 CE),5,衆人皆有餘而我獨若遺〔案永樂大典無而字〕,"listless, as if with nowhere to return. The crowd all have more than enough.",aligned to our base text,衆人無不有懐有志盈溢胸心故曰皆有餘也我獨廓然無為無欲若遺失之也,
20,王弼,Wang Bi (d. 249 CE),6,我愚人之心也哉,I alone seem to have missed out.,aligned to our base text,絶愚之人心無所别析意無所好欲猶然其情不可覩我頹然若此也,
20,王弼,Wang Bi (d. 249 CE),7,沌沌兮,I have the heart of a fool!,aligned to our base text,無所别析不可為明〔案明原本作也今據永樂大典校改〕,
20,王弼,Wang Bi (d. 249 CE),8,俗人昭昭,How muddled!,aligned to our base text,耀其光也,
20,王弼,Wang Bi (d. 249 CE),9,我獨昏昏〔案昏昏河上公注本作若昏〕俗人察察,The worldly are bright. I alone am dark. The worldly are sharp. I alone am dull.,aligned to our base text,分别别析也,
20,王弼,Wang Bi (d. 249 CE),10,我獨悶悶澹兮其若海〔案澹兮永樂大典作漂乎一本作忽兮〕,"Calm, like the sea. Blown along, as if never stopping.",aligned to our base text,情不可覩,
20,王弼,Wang Bi (d. 249 CE),11,飂兮若無止〔案飂河上公注本作漂永樂大典無下有所字〕,The crowd all have something to use themselves for.,aligned to our base text,無所繫縶,
20,王弼,Wang Bi (d. 249 CE),12,衆人皆有以,"I alone am stubborn, and look coarse.",aligned to our base text,以用也皆欲有所施用也,
20,王弼,Wang Bi (d. 249 CE),13,而我獨頑似鄙〔案一本無而字〕,I alone differ from others:,aligned to our base text,無所欲為悶悶昏昏若無所識故曰頑且鄙也,
20,王弼,Wang Bi (d. 249 CE),14,我獨異於人而貴食母,I prize feeding from the mother. I prize feeding from the mother.,aligned to our base text,食母生之本也人者皆棄生民之本貴未飾之華故曰我獨欲異於人,
21,河上公,Heshang Gong (Han),1,孔德之容,The greatest integrity simply follows the Tao.,aligned to our base text,孔大也有大德之人無所不容能受垢濁處謙卑也,
21,河上公,Heshang Gong (Han),2,窈兮冥兮其中有精,"Its essence utterly real, and within it there is trust.",aligned to our base text,道唯窈冥无形其中有精實神明相薄隂陽交㑹也窈烏了反,
21,河上公,Heshang Gong (Han),3,其中有信,"Its essence utterly real, and within it there is trust.",aligned to our base text,道匿功藏名其信在中也,
21,河上公,Heshang Gong (Han),4,自古及今其名不去,"From ancient times until today, the Tao's name has never been erased.",aligned to our base text,自從也自古至今道常在不去,
21,河上公,Heshang Gong (Han),5,以閱衆甫,"In this name, I observe the origin of the many.",aligned to our base text,閱禀也甫始也言道禀與萬物始生從道受氣,
21,河上公,Heshang Gong (Han),6,以此,How do I know the origin of the many is so? By this.,aligned to our base text,此今也以今萬物皆得道精氣而生動作起居非道不然,
21,王弼,Wang Bi (d. 249 CE),1,孔徳之容惟道是從〔案是永樂大典作之〕,"The greatest integrity simply follows the Tao. Whatever the Tao is, it is only vague, only elusive.",aligned to our base text,孔空也惟以空為徳然後乃能動作從道,
21,王弼,Wang Bi (d. 249 CE),2,道之為物惟恍惟惚,"Elusive and vague, and within it there is an image. Elusive and vague, and within it there is an image.",aligned to our base text,恍惚無形不繋之歎,
21,王弼,Wang Bi (d. 249 CE),3,惚兮恍兮其中有象〔案此二句一本在下二句之下〕恍兮惚兮其中有物,"Vague and elusive, and within it there is a thing. Deep and dim, and within it there is vital essence.",aligned to our base text,以無形始物不繫成物萬物以始以成而不知其所以然故曰恍兮惚兮惚兮恍兮其中有象也,
21,王弼,Wang Bi (d. 249 CE),4,窈兮冥兮其中有精,"Its essence utterly real, and within it there is trust.",aligned to our base text,窈冥深逺之歎深逺不可得而見然而萬物由之其可得見以定其真故曰窈兮冥兮其中有精也,
21,王弼,Wang Bi (d. 249 CE),5,其精甚真其中有信,"Its essence utterly real, and within it there is trust.",aligned to our base text,信信驗也物反窈冥則真精之極得萬物之性定故曰其精甚真其中有信也,
21,王弼,Wang Bi (d. 249 CE),6,自古及今其名不去,"From ancient times until today, the Tao's name has never been erased.",aligned to our base text,至真之極不可得名無名則是其名也自古及今無不由此而成故曰自古及今其名不去也,
21,王弼,Wang Bi (d. 249 CE),7,以閱衆甫,"In this name, I observe the origin of the many.",aligned to our base text,衆甫物之始也以無名□萬物始也,
21,王弼,Wang Bi (d. 249 CE),8,吾何以知衆甫之狀哉〔案狀各本俱作然〕以此,How do I know the origin of the many is so? By this. How do I know the origin of the many is so? By this.,aligned to our base text,此上之所云也言吾何以知萬物之始於無哉以此知之也,
22,河上公,Heshang Gong (Han),1,曲則全,"Bend, and stay whole. Be wronged, and be made straight.",aligned to our base text,曲已從衆不自專則全其身也,
22,河上公,Heshang Gong (Han),2,枉則直,"Be hollowed out, and be filled. Be worn out, and be renewed.",aligned to our base text,枉屈己而申人久久自得直也枉音往,
22,河上公,Heshang Gong (Han),3,窪則盈,"Be hollowed out, and be filled. Be worn out, and be renewed.",aligned to our base text,地窪下水流之人則下德歸之也窪烏𤓰反,
22,河上公,Heshang Gong (Han),4,少則得,Therefore the sage embraces one thing and serves as the world's pattern.,aligned to our base text,自受取少則得多也天道祐謙神明託虛,
22,河上公,Heshang Gong (Han),5,多則惑,Therefore the sage embraces one thing and serves as the world's pattern.,aligned to our base text,財多者惑於所守學多者惑於所聞,
22,河上公,Heshang Gong (Han),6,是以聖人抱一為天下式,"They do not show themselves off, and so they see clearly. They do not insist they are right, and so their rightness shows.",aligned to our base text,抱守法式也聖人守一乃知萬事故能為天下法式也,
22,河上公,Heshang Gong (Han),7,不自見故明,"They do not insist they are right, and so their rightness shows.",aligned to our base text,聖人不以其目視千里之外也乃因天下之目以視故能明逹也見賢遍反,
22,河上公,Heshang Gong (Han),8,不自是故彰,"They do not claim the work, and so the work is theirs.",aligned to our base text,聖人不自以為是而非人故能彰顯於世,
22,河上公,Heshang Gong (Han),9,不自伐故有功,"They do not make themselves great, and so they endure.",aligned to our base text,伐取也聖人德化流行不自取其美故有功於天下,
22,河上公,Heshang Gong (Han),10,不自矜故長,"They do not make themselves great, and so they endure.",aligned to our base text,矜大也聖人不自貴大故能久不危,
22,河上公,Heshang Gong (Han),11,夫唯不爭故天下莫能與之爭,"Because they do not contend, no one in the world can contend with them. When the ancients said ""bend, and stay whole,"" were those empty words?",aligned to our base text,此言天下賢與不肖无能與不爭者爭也,
22,河上公,Heshang Gong (Han),12,古之所謂曲則全者豈虛言哉,"When the ancients said ""bend, and stay whole,"" were those empty words? These words hold. Return to them. Stay whole.",aligned to our base text,傳古言曲從則全身正言非虛妄也,
22,河上公,Heshang Gong (Han),13,誠全而歸之,These words hold. Return to them. Stay whole.,aligned to our base text,誠實也能行曲從者實其飢體歸之於父母無有傷害也,
22,王弼,Wang Bi (d. 249 CE),1,曲則全,"Bend, and stay whole. Be wronged, and be made straight.",aligned to our base text,不自見其明〔案明原本作名今據永樂大典校改〕則全也,
22,王弼,Wang Bi (d. 249 CE),2,枉則直,"Be hollowed out, and be filled. Be worn out, and be renewed.",aligned to our base text,不自是則其是彰也,
22,王弼,Wang Bi (d. 249 CE),3,窪則盈,"Be hollowed out, and be filled. Be worn out, and be renewed.",aligned to our base text,不自伐則其功有也,
22,王弼,Wang Bi (d. 249 CE),4,敝則新,Hold little and gain. Hold much and be confused.,aligned to our base text,不自矜則其徳長也,
22,王弼,Wang Bi (d. 249 CE),5,少則得多則惑,Therefore the sage embraces one thing and serves as the world's pattern. Therefore the sage embraces one thing and serves as the world's pattern.,aligned to our base text,自然之道亦猶樹也轉多轉逺其根轉少轉得其本多則逺其真故曰惑也少則得其本故曰得也〔案此二句永樂大典作下節注誤〕,
22,王弼,Wang Bi (d. 249 CE),6,是以聖人抱一為天下式,"They do not show themselves off, and so they see clearly. They do not insist they are right, and so their rightness shows.",aligned to our base text,一少之極也式猶則之也,
22,王弼,Wang Bi (d. 249 CE),7,不自見故明不自是故彰不自伐故有功不自矜故長夫唯不争故天下莫能與之争古之所謂曲則全者豈虚言哉誠全而歸之,"They do not insist they are right, and so their rightness shows. They do not claim the work, and so the work is theirs. They do not make themselves great, and so they endure. They do not make themselves great, and so they endure. Because they do not contend, no one in the world can contend with them. When the ancients said ""bend, and stay whole,"" were those empty words? When the ancients said ""bend, and stay whole,"" were those empty words? These words hold. Return to them. Stay whole. These words hold. Return to them. Stay whole.",aligned to our base text,,
23,河上公,Heshang Gong (Han),1,希言自然,"Brevity in speech happens of itself,",aligned to our base text,希言者是愛言也愛言者自然之道,
23,河上公,Heshang Gong (Han),2,飄風不終朝驟雨不終日,"so a squall does not last out the morning, and a downpour does not last out the day.",aligned to our base text,飄風疾風也驟雨暴雨也言疾不能長暴不能久也驟狀救反,
23,河上公,Heshang Gong (Han),3,孰為此者天地,and a downpour does not last out the day.,aligned to our base text,孰誰也誰為此飄風暴雨者乎天地所為,
23,河上公,Heshang Gong (Han),4,天地尚不能久,Who does this? Sky and earth.,aligned to our base text,不終於朝暮也,
23,河上公,Heshang Gong (Han),5,而况於人乎,Even sky and earth cannot make it last long.,aligned to our base text,天地至神合為飄風暴雨尚不能使終朝至暮何况人欲為暴卒乎,
23,河上公,Heshang Gong (Han),6,故從事於道者,How much less a person?,aligned to our base text,從為也人為事當如道安静不當如飄風驟雨,
23,河上公,Heshang Gong (Han),7,道者同於道,How much less a person? How much less a person?,aligned to our base text,道者謂好道人也同於道者所謂與道同,
23,河上公,Heshang Gong (Han),8,德者同於德,So one whose affairs follow the Tao is the same as the Tao.,aligned to our base text,徳謂好德人也同於徳者所謂與徳同也,
23,河上公,Heshang Gong (Han),9,失者同於失,One of integrity is the same as integrity.,aligned to our base text,失謂任己失人也同於失者所謂與失同也,
23,河上公,Heshang Gong (Han),10,同於道者道亦樂得之,One of integrity is the same as integrity. One of loss is the same as loss.,aligned to our base text,與道同者道亦樂得之也,
23,河上公,Heshang Gong (Han),11,同於德者德亦樂得之,"Those the same as the Tao, the Tao too gladly gets them. Those the same as integrity, integrity too gladly gets them.",aligned to our base text,與徳同者徳亦樂得之也,
23,河上公,Heshang Gong (Han),12,信不足焉,"Where trust runs short, there is no trust.",aligned to our base text,君信不足於下下則應君以不足也,
23,河上公,Heshang Gong (Han),13,有不信焉,"Where trust runs short, there is no trust.",aligned to our base text,此言物□相歸同聲相應雲從龍風從虎水流濕火就燥自然之□也,
23,王弼,Wang Bi (d. 249 CE),1,希言自然,"Brevity in speech happens of itself,",aligned to our base text,聽之不聞名曰希下章言道之出言淡兮其無味也視之不足見聽之不足聞然則無味不足聽之言乃是自然之至言也,
23,王弼,Wang Bi (d. 249 CE),2,故飄風不終朝〔案河上公注本及各本俱無故字〕驟雨不終日孰為此者天地天地尚不能久而况於人乎,"so a squall does not last out the morning, and a downpour does not last out the day. and a downpour does not last out the day. Who does this? Sky and earth. Even sky and earth cannot make it last long.",aligned to our base text,言暴疾美興不長也,
23,王弼,Wang Bi (d. 249 CE),3,徳者同於徳,So one whose affairs follow the Tao is the same as the Tao.,aligned to our base text,得少也少則得故曰得也行得則與得同體故曰同於得也,
23,王弼,Wang Bi (d. 249 CE),4,失者同於失,One of integrity is the same as integrity.,aligned to our base text,失累多也累多則失故曰失也行失則與失同體故曰同於失也,
23,王弼,Wang Bi (d. 249 CE),5,同於道者道亦樂得之〔案永樂大典無樂字下二句同〕同於徳者徳亦樂得之同於失者失亦樂得之,"One of integrity is the same as integrity. One of loss is the same as loss. Those the same as the Tao, the Tao too gladly gets them. Those the same as integrity, integrity too gladly gets them. Those the same as integrity, integrity too gladly gets them. Those the same as loss, loss too gladly gets them.",aligned to our base text,言隨行其所故同而應之,
23,王弼,Wang Bi (d. 249 CE),6,信不足焉有不信焉,"Where trust runs short, there is no trust. Where trust runs short, there is no trust.",aligned to our base text,忠信不足於下焉有不信焉〔案焉永樂大典作也〕,
24,河上公,Heshang Gong (Han),1,跨者不行,Those who take long strides get nowhere.,aligned to our base text,自以為貴而跨於人衆共蔽之使不得行跨苦化反,
24,河上公,Heshang Gong (Han),2,自見者不明,Those who show themselves off do not see clearly.,aligned to our base text,人自見其形容以為好自見所行以為應道殊不自知其形醜操行之鄙,
24,河上公,Heshang Gong (Han),3,自是者不彰,Those who insist they are right convince no one.,aligned to our base text,自以為是而非人衆共蔽之使不得彰明,
24,河上公,Heshang Gong (Han),4,自伐者無功,Those who claim the work have none.,aligned to our base text,所謂輙自伐取其功美即失有功於人也,
24,河上公,Heshang Gong (Han),5,自矜者不長,Those who make themselves great do not endure.,aligned to our base text,好自矜大者不可以長久,
24,河上公,Heshang Gong (Han),6,物或惡之,Those who are with the Tao do not dwell among them.,aligned to our base text,此人在位動欲傷害故物無有不畏惡也惡烏路反,
24,王弼,Wang Bi (d. 249 CE),1,企者不立〔案企河上公注本及各本俱作跂〕,Those who stand on tiptoe do not stand.,aligned to our base text,物尚進則失安故曰企者不立,
24,王弼,Wang Bi (d. 249 CE),2,物或惡之故有道者不處〔案處下河上公注本及各本俱有也字〕,Those who are with the Tao do not dwell among them. Those who are with the Tao do not dwell among them.,aligned to our base text,,
25,河上公,Heshang Gong (Han),1,有物混成先天地生,"Something formed in the undifferentiated, born before sky and earth. Silent. Empty. Solitary. Unchanging.",aligned to our base text,謂道無形混沌而成萬物乃在天地之前混胡本反先悉薦反,
25,河上公,Heshang Gong (Han),2,寂兮寥兮獨立而不改,"It moves in a circle, never in danger, It moves in a circle, never in danger,",aligned to our base text,寂者無音聲寥者空無形獨立者無匹雙不改者化有常,
25,河上公,Heshang Gong (Han),3,周行而不殆,and can be taken as the mother of the world.,aligned to our base text,道通行天地无所不入在陽不焦託隂不腐无不貫穿不危殆殆田頼反,
25,河上公,Heshang Gong (Han),4,可以為天下母,"Its true name, I will never know. Forcing a label upon it, I call it the Tao.",aligned to our base text,道育養萬物精氣如母之養子,
25,河上公,Heshang Gong (Han),5,強為之名曰大,"The vast means expanding, expanding means going far, going far means returning.",aligned to our base text,不知其名強曰大者髙而无上羅而无外无不包容故曰大也強其文反,
25,河上公,Heshang Gong (Han),6,大曰逝,"The vast means expanding, expanding means going far, going far means returning.",aligned to our base text,其為大非若天常在上非若地常在下乃復逝去无常處所也,
25,河上公,Heshang Gong (Han),7,逝曰逺,"Therefore, the Tao is vast, the sky is vast, the earth is vast, and humans are also vast.",aligned to our base text,言逺者窮乎無窮布氣天地無所不通也,
25,河上公,Heshang Gong (Han),8,逺曰反,"Within all bounds there are four vast things, and one of them is human.",aligned to our base text,言其逺不越絶乃復在人身也,
25,河上公,Heshang Gong (Han),9,故道大天大地大王亦大,"Within all bounds there are four vast things, and one of them is human.",aligned to our base text,道大者包羅諸天地無所不容也天大者無所不蓋也地大者無所不載也王大者無所不制也,
25,河上公,Heshang Gong (Han),10,域中有四大,"Humans model themselves on the earth,",aligned to our base text,四大道天地王也凡有稱有名則非其極也言道則冇所由有所由然後謂之為道然則是道稱中之大也不若無稱之大也無稱不可得而名曰域也天地王皆在乎无稱之内也故曰域中有四大者也,
25,河上公,Heshang Gong (Han),11,而王居其一焉,"Earth models itself on the sky,",aligned to our base text,八極之内有四大王居其一也居一作處,
25,河上公,Heshang Gong (Han),12,人法地,"Earth models itself on the sky,",aligned to our base text,人當法地安靜柔和也種之得五榖掘之得甘泉勞而不怨也有功而不制也,
25,河上公,Heshang Gong (Han),13,地法天,"The sky models itself on the Tao,",aligned to our base text,天湛泊不動施而不求報生長萬物無所收取,
25,河上公,Heshang Gong (Han),14,天法道,The Tao models itself on being what it is.,aligned to our base text,道清淨不言隂行精氣萬物自成也,
25,河上公,Heshang Gong (Han),15,道法自然,The Tao models itself on being what it is.,aligned to our base text,道性自然無所法也,
25,王弼,Wang Bi (d. 249 CE),1,有物混成先天地生,"Something formed in the undifferentiated, born before sky and earth. Silent. Empty. Solitary. Unchanging.",aligned to our base text,混然不可得而知而萬物由之以成故曰混成也不知其誰之子故先天地生,
25,王弼,Wang Bi (d. 249 CE),2,周行而不殆可以為天下母,"and can be taken as the mother of the world. Its true name, I will never know. Forcing a label upon it, I call it the Tao.",aligned to our base text,周行無所不至而免殆〔案免永樂大典作危〕能生全大形也故可以為天下母也,
25,王弼,Wang Bi (d. 249 CE),3,吾不知其名,"Its true name, I will never know. Forcing a label upon it, I call it the Tao.",aligned to our base text,名以定形混成無形不可得而定故曰不知其名也,
25,王弼,Wang Bi (d. 249 CE),4,字之曰道,"Forcing a description for it, I call it the vast.",aligned to our base text,夫名以定形字以稱可言道取於無物而不由也是混成之中可言之稱最大也,
25,王弼,Wang Bi (d. 249 CE),5,强為之名曰大,"The vast means expanding, expanding means going far, going far means returning.",aligned to our base text,吾所以字之曰道者取其可言之稱最大也責其字定之所由則繫於大大有繫則必有分有分則失其極矣故曰强為之名曰大,
25,王弼,Wang Bi (d. 249 CE),6,大曰逝,"The vast means expanding, expanding means going far, going far means returning.",aligned to our base text,逝行也不守一大體而已周行無所不至故曰逝也,
25,王弼,Wang Bi (d. 249 CE),7,逝曰逺逺曰反,"Therefore, the Tao is vast, the sky is vast, the earth is vast, and humans are also vast. Within all bounds there are four vast things, and one of them is human.",aligned to our base text,逺極也周無所不窮極不偏於一逝故曰逺也不隨於所適其體獨立故曰反也,
25,王弼,Wang Bi (d. 249 CE),8,故道大天大地大王亦大,"Within all bounds there are four vast things, and one of them is human.",aligned to our base text,天地之性人為貴而王是人之主也雖不職大亦復為大與三匹故曰王亦大也,
25,王弼,Wang Bi (d. 249 CE),9,域中有四大,"Humans model themselves on the earth,",aligned to our base text,四大道天地王也凡物有稱有名則非其極也言道則有所由有所由然後謂之為道然則是道稱中之大也不若無稱之大也無稱不可得而名曰域也道天地王皆在乎無稱之内故曰域中有四大者也,
25,王弼,Wang Bi (d. 249 CE),10,而王居其一焉,"Earth models itself on the sky,",aligned to our base text,處人主之大也,
25,王弼,Wang Bi (d. 249 CE),11,人法地地法天天法道道法自然,"Earth models itself on the sky, The sky models itself on the Tao, The Tao models itself on being what it is. The Tao models itself on being what it is.",aligned to our base text,法謂法則也人不違地乃得全安法地也地不違天乃得全載法天也天不違道乃得全覆法道也道不違自然乃得其性法自然者在方而法方在圓而法圓於自然無所違也自然者無稱之言窮極之辭也用智不及無知而形魄不及精象精象不及無形有儀不及無儀故轉相法也道順自然天故資焉天法於道地故則焉地法於天人故象焉所以為主其一之者主也,
26,河上公,Heshang Gong (Han),1,靜為躁君,Silence is the ruler of the agitated.,aligned to our base text,人君不靜則失威治身不靜則身危龍靜故能變化虎躁故夭虧也躁早報反,
26,河上公,Heshang Gong (Han),2,雖有榮觀燕處超然,"Even when the sights are glorious, their equanimity is undisturbed. Even when the sights are glorious, their equanimity is undisturbed.",aligned to our base text,榮觀謂宫闇燕處后妃所居也超然逺避而不處也觀古亂反,
26,河上公,Heshang Gong (Han),3,柰何萬乗之主,How could a great ruler become ungrounded in their being?,aligned to our base text,柰何者疾時主傷痛之辭萬乗之主謂王乗繩證反,
26,河上公,Heshang Gong (Han),4,而以身輕天下,To become ungrounded is to lose connection with one’s roots.,aligned to our base text,王者至尊而以其身行輕躁乎疾時王奢恣輕淫也,
26,河上公,Heshang Gong (Han),5,躁則失君,To become agitated is to lose one’s mastery.,aligned to our base text,王者行躁疾則失其君位治身躁疾則失其精神也,
26,王弼,Wang Bi (d. 249 CE),1,重為輕根静為躁君,The heavy is the root of the ungrounded. Silence is the ruler of the agitated.,aligned to our base text,凡物輕不能載重小不能鎮大不行者使行不動者制動是以重必為輕根静必為躁君也,
26,王弼,Wang Bi (d. 249 CE),2,雖有榮觀燕處超然,"Even when the sights are glorious, their equanimity is undisturbed. Even when the sights are glorious, their equanimity is undisturbed.",aligned to our base text,不以經心也〔案永樂大典脫此句〕,
26,韓非,Han Fei (d. 233 BCE),1,重爲輕根，静爲躁君。,The heavy is the root of the ungrounded. Silence is the ruler of the agitated.,aligned to our base text,,
26,韓非,Han Fei (d. 233 BCE),2,君子終日行，不離輜重,"Therefore, the sage travels all day without becoming disconnected from sustenance.",aligned to our base text,〔喻老〕 制在己曰重，不離位曰静。重則能使輕，静則能使躁。故曰：「重爲輕根，静爲躁君。」故曰「君子終日行，不離輜重」也。邦者，人君之輜重也。主父生傳其邦，此離其輜重者也，故雖有代、雲中之樂，超然已無趙矣。主父，萬乘之主，而以身輕於天下。無勢之謂輕，離位之謂躁，是以生幽而死。故曰：「輕則失臣，躁則失君。」主父之謂也。,
27,河上公,Heshang Gong (Han),1,善結無繩約而不可解,"Masterful security uses no locks, yet cannot be breached.",aligned to our base text,善以道結事者乃可結其心不如繩索可得解也,
27,河上公,Heshang Gong (Han),2,是以聖人常善救人,"Masterful security uses no locks, yet cannot be breached.",aligned to our base text,聖人所以常教人忠孝者欲以救人在命,
27,河上公,Heshang Gong (Han),3,故無棄人,"Masterful tying uses no ropes, yet cannot be untied.",aligned to our base text,使貴賤各得其所也,
27,河上公,Heshang Gong (Han),4,常善救物,"Therefore the sage is always masterful at rescuing people, and so no one is abandoned.",aligned to our base text,聖人所以教民順四時以救萬物之殘傷,
27,河上公,Heshang Gong (Han),5,故無棄物,"Therefore the sage is always masterful at rescuing people, and so no one is abandoned.",aligned to our base text,聖人不賤石而貴玉視之如一,
27,河上公,Heshang Gong (Han),6,是謂襲明,"Always masterful at rescuing things, and so nothing is abandoned.",aligned to our base text,聖人善救人物謂襲明大道也,
27,河上公,Heshang Gong (Han),7,故善人者不善人之師,This is called clarity worn covered. This is called clarity worn covered.,aligned to our base text,人之行善者聖人即以為人師,
27,河上公,Heshang Gong (Han),8,不善人者善人之資,"Therefore, the masterful one naturally teaches the novice. And the novice is the raw material of the master.",aligned to our base text,資用也人行不善聖人猶教導使爲善得以給用也,
27,河上公,Heshang Gong (Han),9,不貴其師,And the novice is the raw material of the master.,aligned to our base text,獨無輔也,
27,河上公,Heshang Gong (Han),10,不愛其資,Not valuing the master and not loving their raw material is a sign of great confusion.,aligned to our base text,無所使也,
27,河上公,Heshang Gong (Han),11,雖智大迷,Even those who appear intelligent are lost. This is the essential secret.,aligned to our base text,雖自以為智言此人乃大迷惑,
27,河上公,Heshang Gong (Han),12,是謂要妙,Even those who appear intelligent are lost. This is the essential secret.,aligned to our base text,能通此意是謂知微妙要道也,
27,王弼,Wang Bi (d. 249 CE),1,善閉無關楗〔案楗原本作鍵今據釋文校改注同〕而不可開善結無繩約而不可解,"Masterful calculating uses no abacus. Masterful security uses no locks, yet cannot be breached.",aligned to our base text,因物自然〔案此句原本作自物因然今據永樂大典校改〕不設不施故不用關楗繩約而不可開解也此五者皆言不造不施因物之性不以形制物也,
27,王弼,Wang Bi (d. 249 CE),2,是以聖人常善救人故無棄人,"Masterful security uses no locks, yet cannot be breached. Masterful tying uses no ropes, yet cannot be untied.",aligned to our base text,聖人不立形名以檢於物不造進向以殊棄不肖輔萬物之自然而不為始故曰無棄人也不尚賢能則民不争不貴難得之貨則民不為盗不見可欲則民心不亂常使民心無欲無惑則無棄人矣,
